url,category,title,author,description,date,place,date_from,date_to
/VS17,SAINTS,SAINT JOSEPH DE CUPERTINO – SAINT JOSEPH CALASANZE – SAINT LOUIS,M. l’abbé GRENON,,,,,
/VS20,SAINTS,SAINT LÉON – SAINTE CÉCILE – SAINTE ÉLISABETH DE HONGRIE,M. l'abbé S. GRENON,,,,,
/VS19,SAINTS,SAINT MARTIN – SAINTE ZITE – SAINTE SABINE,M. l'abbé S. GRENON,,,,,
/vs05,SAINTS,SAINT MAXIMILIEN KOLBE,Textes de Maria WINOWSKA,"Sang pour sang.
Couronne Blanche et couronne Rouge.",,,,
/VS13,SAINTS,SAINTE CATHERINE LABOURÉ – NOTRE-DAME DE PONTMAIN,M. l'abbé S. GRENON,,,,,
/VS15,SAINTS,SAINTE LYDWINE – SAINT JEAN L’AUMÔNIER,M. l'abbé S. GRENON,,,,,
/VS21,SAINTS,SAINTE MARGUERITE DE CORTON E – SAINTE MONIQUE – SAINTE ROSE DE LIMA,M. l'abbé S. GRENON,,,,,
/VS12,SAINTS,SAINTE PHILOMÈNE – SAINT NICOLAS DE FLÜE,M. l'abbé S. GRENON,,,,,
/vs03,SAINTS,VIE DE PADRE PIO,Rév. père Jean,Béatification de padre Pio.,06.05.1999,Morgon,06.05.1999,
/VS14,SAINTS,VIE DE SAINT JEAN BOSCO,,"La vocation de saint Jean Bosco.
La mission de saint Jean Bosco.",,,,
/VS11,SAINTS,VIE DES TROIS ENFANTS DE FATIMA,M. l'abbé S. GRENON,,,,,
/vs2,SAINTS,VIE DU SAINT CURÉ D’ARS,,,,,,
/A1,SERMONS,SERMONS À ECÔNE (1),M. l’abbé J.-P. ANDRÉ,"Le Sacré-Cœur (préparation à l’Intronisation du Sacré-Cœur dans nos familles).
La Souffrance (Comment la vivre chrétiennement).
Dédicaces de la Cathédrale de Sion et de la Cathédrale de St-Maurice (Sommes-nous des candidats au martyre ?).",16.06 - 13.10.1985,Ecône,16.06.1985,13.10.1985
/a02,SERMONS,SERMONS À ECÔNE (2),M. l’abbé J.-P. ANDRÉ,"Sainteté du prêtre (en quoi elle consiste).
Le Jeudi Saint (Il nous a aimé jusqu’à la fin, jusqu’à l’extrême) .
La joie parfaite.
Le Christ.",1984 - 1985,Ecône,,31.12.1985
/a03,SERMONS,SERMONS À ÉCÔNE (3),M. l’abbé J.-P. ANDRÉ,"L’unité et la division.
L’espérance.
Où vas-tu mon âmes ? (La vie est un voyage).
L’esprit de foi (la charité et la foi).
Heure Sainte. (La Passion de Notre-Seigneur Jésus-Christ).",1984 - 1985 - 1986,Ecône,,
/avr04,SERMONS,CINQ HOMÉLIES,Rév. père M. AVRIL,"Cinq homélies
Trois homélies de Noël.
Il vient pour nous sauver.
Saint Jean l’Évangéliste.",2013 - 2014 - 2015,Salerans,,
/avr08,SERMONS,FÊTE DE SAINT JEAN - LA CIRCONCISION DE JÉSUS - LES VŒUX - LES 40 ANS DE NOTRE-DAME DE SALÉRANS,Rév. père M. AVRIL,,27.12.201 - 01.01.2015 - 15.08.2011,Salerans,,
/epi09,SERMONS,DERNIER SERMON À SA PAROISSE,M. l’abbé P. EPINEY,"Dernier sermon à sa paroisse, avant d’y être expulsé par son évêque.",22.06.1975,Riddes,22.06.1975,
/EPI11,SERMONS,TOUS LES SAINTS – LES EXERCICES DE ST IGNACE – LES 15 ANS DE LA MESSE DE St PIE V A SION – LA FOI EST BASÉE SUR LA RÉVÉLATION,M. l’abbé P. EPINEY,4 Homélies à Sion.,,Sion,,
/fe20,SERMONS,SOLENNITE DE SAINT PIE X – LA TOUSSAINT,Mgr B. FELLAY - Mgr. A. de GALARETTA,,29.09 - 01.11.1992,"Séminaire Inter. St Pie X, Écône",29.09.1992,01.11.1992
/ga08,SERMONS,"MESSE, SERMON ET CONFÉRENCE AUX ANCIENS RETRAITANTS",Mgr A. de GALARRETA,,10.11.1991,Riddes,10.11.1991,
/ga14,SERMONS,ORDIANTION 2011 : L’ULTIMATUM DE ROME,Mgr A. de GALARRETA,"Monseigneur Fellay - Homélie de la sexagésime. Écône, 27.02.2011",29.06.2011,"Séminaire International St Pie X, Écône",29.06.2011,
/ga13,SERMONS,ORDINATIONS 2008 : SUIVRE NOTRE SAINT FONDATEUR – LA FAMILLE CATHOLIQUE,Mgr A. de GALARRETA,"2) LA FAMILLE CATHOLIQUE, Mgr FELLAY, Écône, 13.1.2008",27.6.2008,"Séminaire Inter. St Pie X, Écône",27.06.2008,
/ga10,SERMONS,ORDINATIONS SACERDOTALES – HOMELIE DE PAQUES PAR MONSEIGNEUR RICHARD WILLIAMSON,Mgr A. de GALARRETA,,29.06.2000 - 23.04.2000,"Séminaire Inter. St Pie X, Écône",29.06.2000,23.04.2000
/jo18,SERMONS,FÊTE-DIEU À ÉCÔNE : SOYONS COMME LE TOURNESOL – HOMÉLIE DE CONFIRMATION,M. l’abbé B. de JORNA,"Le tournesol est toujours tourné vers le soleil : notre Soleil de Justice, Jésus.
Mgr A. de Galarreta : Premières Communions, mai 2001 (abbe Henri Wuilloud )",14.06 - 03.06.2001,"Séminaire International St Pie X, Écône",14.06.2001,03.06.2001
/lau7,SERMONS,LA JOIE – IMPORTANCE DES ÉCOLES VRAIMENT CATHOLIQUES,M. l’abbé LAURENÇON,Retraite de vie chrétienne.,18 - 24.07.2009,Flavigny,18.07.2009,24.07.2009
/lo07,SERMONS,5 HOMÉLIES À ÈCÔNE,M. l’abbe A. LORANS,"1) LA ROYAUTÉ SOCIALE DE N.S.J.C. ET LE SCANDALE D’ASSISE, 26.10.86
2) LA TEMPÊTE APAISÉE, 2.12.86
3) L’EXALTATION DE LA SAINTE CROIX, 14.9.86
4) NOUS VOULONS PARAÎTRE MIEUX QUE CE QUE NOUS SOMMES, 21.12.86
5) LE GRAIN DE SÉNEVÉ, 3.3.85. 6)
6) LETTRE PASTORALE DE CARÊME de Mgr LEFEBVRE",02.12.1986,"Séminaire Inter. St Pie X, Écône",02.12.1986,
/lo08,SERMONS,HOMÉLIES À ÉCONE (6),M. l’abbé A. LORANS,"Soyons simples, 18.9.83.
Une porte ouverte sur le Ciel, 1.11.1983.
La vraie science, 15.9.1985.
Les derniers serons les premiers, 26.1.1986.
Trois classes d’hommes, 23.2.1986.
L’amour de nos frères, 20.4.1986.",18.09.1983,"Séminaire Inter. St Pie X, Écône",18.09.1983,
/MA2,SERMONS,"3 Homélies : LA MORT DE LOUIS XVI, SON TESTAMENT (200eme Anniversaire) – LE MARIAGE CATHOLIQUE, UNE INSTITUTION DIVINE – LE SACRE-COEUR",Rev. Pere J.J. MARZIAC,,21.1.93 - 17.1.92 - 8.6.92,Le Treilhou et Mulhouse,21.01.1993,
/ma8,SERMONS,DEUX HOMÉLIES : SOLENNITÉ DE SAINTE JEANNE D’ARC,Rev. père J.-J. MARZIAC,,09.05.2004 - 12.05.2013,"Le Treilhou, Caussade",09.05.2004,12.05.2013
/MA3,SERMONS,FÊTE-DIEU AU “TREILHOU”,Rev. Pere J.J. MARZIAC,Messe chantée et homélie.,10.06.1993,"Le Treilhou, Caussade",10.06.1993,
/mar06,SERMONS,3 Instructions (N° 6) LE SACRÉ-CŒUR – LA STE COMMUNION – LE JEUDI SAINT,M. l’abbé A.N. MARET,"MAR 6
1) amour pour amour)
2) comment bien communier ?)
3) le don duprêtre
4) Chants : Panis Angelicum – O Jésus",,Sion,,
/mar01,SERMONS,5 Instructions (N° 1) - LA FÊTE DES MÈRES – LA LITURGIE NOUS CONDUIT À DIEU – L’INTRONISATION DU SACRÉ-CŒUR – LA MERVEILLEUSE FÊTE DE NOËL – TÉMOIGNER COURAGEUSEMENT DE N.S.J.C. NOUS REND SAINTS,M. l’abbé A.N. MARET,,,Sion,,
/mar02,SERMONS,"5 Instructions (N° 2) - LE PURGATOIRE – HYMNE À LA CHARITÉ – L’IMPURETÉ – LA PASSION DE N.S.J.C. SELON St MATHIEU (lecture) – PÂQUES, “LA RÉSURRECTION” PÂQUES, “LA SAINTETÉ”",M. l’abbé A.N. MARET,,,Sion,,
/mar03,SERMONS,"5 Instructions (N° 3) LA NOBLESSE DU TRAVAIL – L’ASCENSION, UNE VISION DU CIEL – LES INVITÉS AUX NOCES et les conséquences du refus – LES NOCES DE CANA – LA BÉATITUDE DES BIENHEUREUX (1er novembre)",M. l’abbé A.N. MARET,,,Sion,,
/mar05,SERMONS,5 Instructions (N° 5) - MALHEUR AUX SOURDS-MUETS SPIRITUELS – L’ASSOMPTION : JOUR D’ALLÉGRESSE – LE MESSIE EST-IL VRAIMENT NOTRE SAUVEUR ? (Noël 93) – NOTRE-DAME DU MONT CARMEL ET LE SCAPULAIRE – LE BANQUET CÉLESTE,M. l’abbé A.N. MARET,"Chants : Ave de Fatima – Je crois en toi mon Dieu – Vive Jésus, vive sa croix",,Sion,,
/mar07,SERMONS,5 Instructions (N° 7) JOURNÉE DES MISSIONS – LE CHRIST-ROI – QUE NOUS DISENT LES SAINTS DU CIEL ? – LES INDULGENCES ET LES ÂMES DU PURGATOIRE – L’AMOUR DE DIEU ET DU PROCHAIN,M. l’abbé A.N. MARET,,,Sion,,
/mar08,SERMONS,"5 Instructions (N° 8) LA NOUVELLE MESSE – LES FAUX PROPHÈTES – LA STE FAMILLE, MODÈLE DE TOUTES LES FAMILLES – LE DEVOIR DES PARENTS – LA GRÂCE",M. l’abbé A.N. MARET,"*Chant : Parle, commande, règne.",,Sion,,
/mar04,SERMONS,"6 Instructions (N° 4) LA MESSE, SOLEIL DU CHRISTIANISME – LA STE TRINITÉ – LE BON PASTEUR – L’ÉPIPHANIE – LE TRÉSOR CACHÉ (la Sainte Messe) – JÉSUS PLEURE SUR JÉRUSALEM",M. l’abbé A.N. MARET,,,Sion,,
/mar09,SERMONS,6 Instructions (N° 9) STE CATHERINE D’ALEXANDRIE – LA RECONNAISSANCE – LA TRANSFIGURATION – LA MORT – LA PRIÈRE – LA ROYAUTÉ SOCIALE DE N.S.J.C.,M. l’abbé A.N. MARET,,,Sion,,
/MAR10,SERMONS,"7 Instructions (N° 10) L’HUMILITÉ, FONDEMENT INDISPENSABLE À TOUTES LES VERTUS – LA DIVINE PROVIDENCE – LA FOI ET LES ŒUVRES – L’ARRIVÉE DE LA VIERGE MARIE AU CIEL /–L’OPPOSITION ENTRE LE BIEN ET LE MAL – L’HORREUR QUE NOUS DEVRIONS AVOIR DU PÉCHÉ – TU AIMERAS LE SEIGNEUR TON DIEU",M. l’abbé A.N. MARET,Chant : Vexilla Regis.,,,,
/MAR11,SERMONS,7 Instructions (N° 11) LA LITURGIE – DIEU A TOUT CRÉÉ POUR L’HOMME – LA CURIOSITÉ – LE BON USAGE DE NOTRE VOLONTÉ – L’AVEUGLEMENT SPIRITUEL – LA PÉNITENCE EST OBLIGATOIRE – LE MYSTÈRE DE NOËL,M. l’abbé A.N. MARET,,,Sion,,
/ru03,SERMONS,HÔMÉLIES : LE CHRIST-ROI – DIEU APPELLE LE GRAND NOMBRE – LES MIRACLES DE JÉSU S – LE JEUDI SAINT – VIVRE CHRÉTIENNEMENT LE CARÊME,M. l’abbé J.-M. RULLEAU,5 Homélies,28.10.1984 - 04.04.1985 - 04.03.1990,"Séminaire Inter. St Pie X, Écône",28.10.1984,
/ru04,SERMONS,HOMÉLIES À ÉCÔNE : LA TEMPÊTE APAISÉE – LA PURIFICATION DE LA STE VIERGE ET LA PRÉSENTATION DE JÉSUS – ST THOMAS D’AQUIN – JÉSUS SOUVERAIN PRÊTRE – LA FIN DU MONDE,M. l’abbé J.-M. RULLEAU,5 Homélies.,1986 - 1987,"Séminaire Inter. St Pie X, Écône",,31.12.1987
/ru05,SERMONS,"HOMÉLIES À ÉCÔNE : LE SAINT HOMME JOB – JÉRUSALEM, IMAGE DE L’ÉGLISE – “CENAM MAGNAM” (La Sainte-Eucharistie et l’action de Grâce)",M. l’abbé J.-M. RULLEAU,3 Homélies.,1984 - 1986,"Séminaire Inter. St Pie X, Écône",,31.12.1986
/t08,SERMONS,HOMÉLIE : L’ACTE DE FOI SOLITAIRE DE LA VIERGE MARIE ET LA PERTE DE LA FOI AUJOURD’HUI ? - PREMIÈRE CONFÉRENCE : NOUVEAUX PRÉAMBULES POUR MIEUX PROFITER DES EXERCICES DE SAINT IGNAC,M. l’abbé G.-M. TAM,Récollection.,15.11.1998,Riddes,15.11.1998,
/t06,SERMONS,THÈMES DIVERS,M. l’abbé G.-M. TAM,"L’anti-subjctivisme.
Existence de Dieu.
Présence de Dieu.
Actes de Foi interdits.
La nouvelle arme secrète de la Très Sainte Vierge.
Le Château intérieur d’après Sainte Thérèse d’Avila (jusqu’à la quatrième demeure).",19.07.1997,Sion,19.07.1997,
/tis7,SERMONS,FÊTE-DIEU À ÉCÔNE - CONFIRMATIONS À MONTREUX,Mgr B. TISSIER DE MALLERAIS,,1993 -1994,"Écône, Montreux",,31.12.1994
/tis01,SERMONS,"GRANDEUR ET BEAUTÉ DE LA FAMILLE CATHOLIQUE - LE BICENTENAIRE DU ROI MARTYR, LOUIS XVI",Mgr B. TISSIER DE MALLERAIS,"Un conférence exceptionnelle sur la famille. Éclairante et apaisante, humaine et surnaturelle. Indispensable à tout foyer chrétien.",31.01.1993 - 06.10.1991,"St-Malo du Bois, Mulhouse",31.01.1993,06.10.1991
/tis17,SERMONS,HISTOIRE DE L’INSTITUTION DE LA FÊTE-DIEU - LE 750ème ANNIVERSAIRE À LIÈGE - LA TRADITION VIVANTE ET COMBATTANTE (Ste Julienne de Cornillon),Mgr B. TISSIER DE MALLERAIS,,16.05.1996,Liège,16.05.1996,
/tis16,SERMONS,ORDINATIONS SACERDOTALE - LES 10 ANS DE LA MORT DE SON EXCELLENCE MONSEIGNEUR LEFEBVRE,Mgr B. TISSIER DE MALLERAIS,,27.06.2002,Écône,27.06.2002,
/tis19,SERMONS,"UNE ÉGLISE QUI S’ORGANISE POUR EXISTER SANS PRÊTRE – ROME-ÉCÔNE, ÉTAT DE LA QUESTION",Mgr B. TISSIER DE MALLERAIS,Ordinations à Écône.,29.06.2006 - 02.04.2006,Écône,29.06.2006,02.04.2006
/tr51,SERMONS,LA PASSION DE L’ÉGLISE – LE RÔLE DE LA FEMME DANS LA GENÈSE D’UNE VOCATION,M. l’abbé P. TROADEC,Retraite vie Chrétienne. Conférences no 15 - 18.,22 - 28.07.2001,Flavigny,22.07.2001,28.07.2001
/tr83,SERMONS,LE MARIAGE - LE SECRET DE MARIE - LES PROMESSES DU BAPTÊME,M. l’abbé P. TROADEC,Retraite de vie chrétienne.,22 - 28.07.2008,Flavigny,22.07.2008,28.07.2008
/wi02,SERMONS,LA FÊTE-DIEU - L’OBÉISSANCE,Mgr R. WILLIAMSON,,1980,Écône,01.01.1980,31.12.1980
/wi01,SERMONS,LA TÉLÉVISION – NOTRE-DAME DE COMPASSION,Mgr R. WILLIAMSON,,,"Séminaire International St Pie X, Écône",,
/wi13,SERMONS,ORDINATIONS ET DIACONAT 2007 - ORDRES MINEURS 2003,Mgr R. WILLIAMSON - Mgr A. DE GALARETTA,"La triple tentation du Christ, modèle du combat spirituel.",03.03.2007 - 29.06.2007,Écône,03.03.2007,29.06.2007
/wi08,SERMONS,ORDINATIONS SACERDOTALES 1990 - LES 7 DONS DU SAINT-ESPRIT - HOMMAGE À LA FOI ET AU COURAGE DE MONSEIGNEUR M. LEFEBVRE - CONFIRMATION À ÉCÔNE,Mgr R. WILLIAMSON - Mgr B. TISSIER DE MALLERAIS,,29.06.1990 - 27.10.1990,"Écône, Carouge",29.06.1990,27.10.1990
/wi09,SERMONS,"ORDINATIONS SACERDOTALES 1995 ""LE PRÊTRE""",Mgr R. WILLIAMSON,"Messe, homélies en français et en allemand.
Nous vivons dans un monde de mensonge, mais restons fidèles et humbles.",29.06.1995,Écône,29.06.1995,
/wi12a,SERMONS,ORDINATIONS SACERDOTALES 2003 - HOMÉLIE DE LA PENTECÔTE,Mgr R. WILLIAMSON - Mgr B. FELLAY,Les deux homélie traitent des contacts avec Rome.,08.06.2003 - 27.06.2003,Écône,08.06.2003,27.06.2003
/BV2,SOCIÉTÉ,LE CLUBISME ET LES CLUBS,M. B. LOUBIER BONNET DE VILLER,C’est une analyse très pertinente et pondérée de ce phénomène de société actuel.,18.06.1987,Lausanne,18.06.1987,
/les1,SOCIÉTÉ,LE DIABOLIQUE SECRET DES OVNIS,M. J.-M. LESAGE,,25.05.1995,Sion,25.05.1995,
/lo47,SOCIÉTÉ,LA THÉORIE DU “GENDER”,M. l’abbé A. LORANS,,11.03.2012,Sion,11.03.2012,
/lo04,SOCIÉTÉ,LA TOXICOMANIE,M. l’abbé A. LORANS,,22.05.1989,"Institut Uni. St Pie X, Paris",22.05.1989,
/lo15,SOCIÉTÉ,LES THÉRAPIES PARALLÈLES,M. l’abbé A. LORANS,"Qu’est-ce que :
Le Training autogène.
La Pensée positive.
La programmation.
La Méthode Silva .
La Visualisation.
La Sophrologie.",03.10.1992,Sion,03.10.1992,
/lo12,SOCIÉTÉ,NEW AGE RECTO VERSEAU,M. l’abbé A. LORANS,Le titre résume bien la conférence.,06.10.1991,Sion,06.10.1991,
/pf3,SOCIÉTÉ,LA SÉDUCTION D'HARRY POTTER OU LE MANUEL DE MAGIE ET DE SORCELLERIE POUR LES JEUNES,M. l’abbé N. PFLUGER,"Quatre tomes, 40 millions d’exemplaires vendus en moins de 4 ans.
Comment expliquer l’engouement exceptionnel pour cette série de livres pour la jeunesse ?",30.05.2001,Riddes,30.05.2001,
/ROCK1,SOCIÉTÉ,LE ROCK'N'ROLL : VIOL DE LA CONSCIENCE PAR LES MESSAGE SUBLIMINAUX,Père J.-P. Regimbal,"Au printemps 1982, le groupe Led Zeppelin a été condamné par un tribunal de Californie pour avoir passé des messages subliminaux à caractère satanique dans le disque STAIRWAY TO HEAVEN.",,,,
/tou07,SOCIÉTÉ,LA MUSIQUE DES JEUNES,M. l’abbé Ph. TOULZA,"Rock, rap, techno, soul, et bien d’autres formes de musique constituent la galaxie de la « musique des jeunes », ou de la « musique rock » presque omniprésente dans le monde actuel, et qui n’est pas sans séduire, parfois, les jeunes (voire les moins jeunes) des familles catholiques. D’où vient le rock ? Quelles sont ses caractères musicaux ?",01.03.2002,Riddes,01.03.2002,
/avr03,VIE SPIRITUELLE,"VIENS, SUIS-MOI",Rév. père M. AVRIL,"Hymne Marial Libanais
Veni de Libano
Chant
Mes 25 ans de sacerdoce
Chant
Mes 40 ans de sacerdoce
Chants",,Salerans,,
/BAR1,VIE SPIRITUELLE,RÈGLES DU DISCERNEMENT DES ESPRITS,Rév. père L.-M. BARRIELLE,,1971,"Séminaire International St Pie X, Écône",01.01.1971,31.12.1971
/baud05,VIE SPIRITUELLE,LA CRÉATION ET LE PÉCHÉ – LE COMBAT SPIRITUEL,M. l’abbé BAUDOT,,1999 - 2005,Flavigny,,31.12.2005
/BAUD22,VIE SPIRITUELLE,CONSEILS PRATIQUES ET RÉSOLUTIONS,M. l’abbé BAUDOT,Retraite de vie chrétienne.,22 - 28.07.2008,Flavigny,22.07.2008,28.07.2008
/BAUD18,VIE SPIRITUELLE,LA PRIÈRE ET L’ORAISON,M. l’abbé BAUDOT,Retraite de vie chrétienne.,21 - 27.07.2007,Flavigny,21.07.2007,27.07.2007
/beau10,VIE SPIRITUELLE,CONSEILS PRATIQUES ET RÉSOLUTIONS – CONCLUSION,M. l’abbé BEAUBLAT,Retraite de vie chrétienne.,23 - 29.07.2005,,23.07.2005,29.07.2005
/BOUR16,VIE SPIRITUELLE,CONSEILS PRATIQUES ET RÉSOLUTIONS,M. l’abbé BOURRAT,Retraite de vie chrétienne.,21 - 27.07.2007,Flavigny,21.07.2007,27.07.2007
/bour06,VIE SPIRITUELLE,LA PRIÈRE ET L’ORAISON,M. l’abbé BOURRAT,Retraite de vie chrétienne.,25 - 30.07.2004,Flavigny,25.07.2004,30.07.2004
/bour05,VIE SPIRITUELLE,LE COMBAT SPIRITUEL,M. l’abbé BOURRAT,Retraite de vie chrétienne.,25 - 30.07.2004,Flavigny,25.07.2004,30.07.2004
/BOUR14,VIE SPIRITUELLE,LE COMBAT SPIRITUEL,M. l’abbé BOURRAT,Retraite de vie chrétienne.,21 - 27.07.2007,Flavigny,21.07.2007,27.07.2007
/chat01,VIE SPIRITUELLE,CONTEMPLATION DES PERFECTIONS DE DIEU,M. l’abbé O. du CHATELET,Retraites de vie chrétienne.,28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/chat02,VIE SPIRITUELLE,LA PRIÈRE ET L’ORAISON,M. l’abbé O. du CHATELET,Retraite de vie chrétienne.,28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/chat06,VIE SPIRITUELLE,LE COMBAT SPIRITUEL,M. l’abbé O. du CHATELET,Retraite de vie chrétienne.,28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/chat08,VIE SPIRITUELLE,RÉSOLUTIONS ET DIRECTION SPIRITUELLE,M. l’abbé O. du CHATELET,Retraite de vie chrétienne.,26 - 31.07.1998,Pouilly-en-Auxois,26.07.1998,31.07.1998
/fer02,VIE SPIRITUELLE,LA PRIÈRE ET L’ORAISON – FEMME CHRÉTIENNE ET FEMME MONDAINE,M. l’abbé FERNANDEZ,Retraite de vie chrétienne.,22 - 28.07.2001,Flavigny,22.07.2001,28.07.2001
/JAC4,VIE SPIRITUELLE,LE DISCERNEMENT DES SCRUPULES,M. l’abbé E. JACQMIN,,20.10 - 27.10.2000,Carmel de Quiévrain,20.10.2000,27.10.2000
/jj08,VIE SPIRITUELLE,CONSEILS PRATIQUES ET RÉSOLUTIONS,Rév. père Jean-Joseph,Retraite de vie chrétienne.,23 - 29.07.2008,Flavigny,23.07.2008,29.07.2008
/jj11,VIE SPIRITUELLE,CONSEILS PRATIQUES ET RÉSOLUTIONS,Rév. père Jean-Joseph,Retraite de vie chrétienne.,22 - 28.07.2006,Flavigny,22.07.2006,28.07.2006
/jj03,VIE SPIRITUELLE,LA PRIÈRE ET L'ORAISON,Rév. père Jean-Joseph,Retraite de vie chrétienne.,23 - 29.07.2005,Flavigny,23.07.2005,29.07.2005
/jj20,VIE SPIRITUELLE,LA PRIÈRE ET L’ORAISON,Rév. père Jean-Joseph,Retraite de vie chrétienne.,18 - 24.07.2009,Flavigny,18.07.2009,24.07.2009
/rs15,VIE SPIRITUELLE,CONSEILS PRATIQUES ET RÉSOLUTIONS,Retraite spirituelle 2015,"Retraite spirituelle 2015,
par M. l’abbé Baudot",25-31.07.2015,Flavigny,25.07.2015,31.07.2015
/rs12,VIE SPIRITUELLE,LA PRIÈRE ET L’ORAISON,Retraite spirituelle 2015,"Retraite de vie chrétienne,
Par M. l’abbé Patrick Troadec.",25 - 31.07.2015,Flavigny,25.07.2015,31.07.2015
/rs09,VIE SPIRITUELLE,LE COMBAT SPIRITUEL,Retraite spirituelle 2015,"Retraite de vie chrétienne,
par M. l’abbé Patrick Troadec",25-31.07.2015,Flavigny,25.07.2015,31.07.2015
/ru06,VIE SPIRITUELLE,"LA PRIERE, MOYEN D'UNION A DIEU",M. l’abbe J.M. RULLEAU,"La prière, comment la nourrir et la bien faire
(Récollection trimestrielle)",07.10.1990,"Séminaire Inter. St Pie X, Écône",07.10.1990,
/THO14,VIE SPIRITUELLE,CONSEILS PRATIQUES ET RÉSOLUTIONS,M. l’abbé THOUVENOT,,22 - 27.07.2007,Flavigny,22.07.2007,27.07.2007
/tho07,VIE SPIRITUELLE,LE COMBAT SPIRITUEL,M. l’abbé THOUVENOT,Retraite de vie Chrétienne.,22 - 28.07.2006,Flavigny,22.07.2006,28.07.2006
/TOU14,VIE SPIRITUELLE,CONSEILS PRATIQUES ET RÉSOLUTIONS - CONCLUSION,M. l’abbé Ph. TOULZA,Retraite de vie Chrétienne. Conférence no 15 - 21.,25 - 30.07.2004,,25.07.2004,30.07.2004
/tr39,VIE SPIRITUELLE,L’ORAISON ET LA PRIÈRE,M. l’abbé P. TROADEC,Retraite de vie Chrétienne.,26.7 - 01.08.1998,Pouilly-en-Auxois,26.07.1998,01.08.1998
/tr54,VIE SPIRITUELLE,LA PRIÈRE ET L’ORAISON,M. l’abbé P. TROADEC,Retraite de vie Chrétienne. Conférence no 11.,22 - 27.07.2002,Flavigny,22.07.2002,27.07.2002
/a09,CRISE DE L’ÉGLISE,LE VATICAN ET LE SCHISME ORIENTAL AUJOURD’HUI,M. l’abbé J.-P. ANDRÉ,Remarquable !,04.05.1995,Sion,04.05.1995,
/B1,ACTION CATHOLIQUE,LES BIENFAITS DU CHRISTIANISME OU LES DROITS ET LA DIGNITÉ DE L’HOMME AVANT LA VENUE DE JÉSUS-CHRIST,M. M. BONIFACE,,28.04.1990,Bruxelles,28.04.1990,
/ba05,POLITIQUE,ALEXANDRE OU LA SUBVERSION INTERNATIONALE (4),M. l’abbé J. BAYOT,"La subversion est collective, elle s’adresse toujours à une société.",08.04.1991,"Institut Universitaire St Pie X, Paris",08.04.1991,
/ba03,POLITIQUE,ANTIGONE OU LA SUBVERSION POLITIQUE (2),M. l’abbé J. BAYOT,"La subversion est collective, elle s’adresse toujours à une société.",04.03.1991,"Institut Universitaire St Pie X, Paris",04.03.1991,
/ba06,POLITIQUE,PAUL DE TARSE OU LA SUBVERSION RELIGIEUSE (5),M. l’abbé J. BAYOT,"La subversion est collective, elle s’adresse toujours à une société.",13.05.1991,"Institut Universitaire St Pie X, Paris",13.05.1991,
/ba02,POLITIQUE,SATAN OU LA SUBVERSION ANGÉLIQUE (1),M. l’abbé J. BAYOT,"La subversion est collective, elle s’adresse toujours à une société.",04.03.1991,"Institut Universitaire St Pie X, Paris",04.03.1991,
/ba04,POLITIQUE,SOCRATE OU LA SUBVERSION PHILOSOPHIQUE (3),M. l’abbé J. BAYOT,"La subversion est collective, elle s’adresse toujours à une société.",04.03.1991,"Institut Universitaire St Pie X, Paris",04.03.1991,
/BAL1,POLITIQUE,QUELLE SOLUTION CHRÉTIENNE À LA CRISE DANS LE MONDE DU TRAVAIL ?,M. M. BALLANDRAS,,02.05.1994,"Institut Universitaire St Pie X, Paris",02.05.1994,
/BEL1,POLITIQUE,L’ÉDUCATION DES PASSIONS SELON L’ESPRIT CHRÉTIEN,M. l’abbé J. BELISLE,"Session d’étude 1996, à École de la Ste Famille.",26.06.1996,Lauzon (Canada),26.06.1996,
/BER2,POLITIQUE,FORCE OU VIOLENCE,M. l'Amiral M. Berger,,19.10.1994,Lauzon (Canada),19.10.1994,
/BRA1,CULTURE,LA TRADITION DANS L'ŒUVRE DE LA VARENDE,Mlle A. BRASSIE,,14.02.1994,"Institut Universitaire St-Grégoire le Grand, Lyon",14.02.1994,
/cast04,ÉDUCATION,HARRY POTTER – LES ROIS MAGES,M. l’abbé CASTELAIN,D’après Monseigneur Baume.,07.01.2001,Besançon,07.01.2001,
/ch07,CIVITAS,LE CHRIST-ROI,MM. les abbés E. du CHALARD – RULLEAU – LAGNEAU,3 homélies.,27.10.1991 - 26.10.1984 - 27.10.1985,"Séminaire International St Pie X, Écône",27.10.1991,
/chat04,AUTORITÉ RELIGIEUSE,LE PRIMAT PONTIFICAL,M. l’abbé O. du CHATELET,Retraite de vie chrétienne.,28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/COL4,CULTURE,POLITIQUE OU RELIGION DANS “TÉLÉMAQUE” DE FÉNELON ?,M. A. LANAVERE,Colloque : À la mémoire du professeur Roland Mousnier (Présence du XVIIe siècle).,05.02.1994,"Institut Universitaire St Pie X, Paris",05.02.1994,
/DELC1,DROIT,"DÉCADENCE DU DROIT, PARTIALITÉ DU JUGE ET VIOL DES CONSCIENCES",Me E. DELCROIX,Conférence du MCCVs.,21.11.2006,Sion,21.11.2006,
